,gene1,gene2,gene3,gene4,gene5,gene6,gene7,gene8,gene9,gene10,gene11,gene12,gene13,gene14,gene15,gene16,gene17,gene18,gene19,gene20,gene21,gene22,gene23,gene24,gene25,gene26,gene27,gene28,gene29,gene30,gene31,gene32,gene33,gene34,gene35,gene36,gene37,gene38,gene39,gene40,gene41,gene42,gene43,gene44,gene45,gene46,gene47,gene48,gene49,gene50,gene51,gene52,gene53,gene54,gene55,gene56,gene57,gene58,gene59,gene60,gene61,gene62,gene63,gene64,gene65,gene66,gene67,gene68,gene69,gene70,gene71,gene72,gene73,gene74,gene75,gene76,gene77,gene78,gene79,gene80,gene81,gene82,gene83,gene84,gene85,gene86,gene87,gene88,gene89,gene90,gene91,gene92,gene93,gene94,gene95,gene96,gene97,gene98,gene99,gene100,gene101,gene102,gene103,gene104,gene105,gene106,gene107,gene108,gene109,gene110
cell462,21,53,0,19,0,5,38,44,16,8,8,1,5,4,71,8,79,20,0,8,4,104,2,3,12,8,5,0,0,4,0,6,3,0,0,0,0,15,3,0,8,10,1,25,5,0,1,0,21,0,5,15,14,26,19,31,7,9,23,0,0,4,20,9,9,65,10,15,0,6,77,13,13,0,1,0,12,83,27,0,8,21,4,14,6,60,0,13,738,8,12,5,0,35,6,0,4,13,1,11,41,16,0,5,5,2,5527,2,76,236
cell463,25,90,0,18,50,4,85,44,39,115,25,20,8,4,92,8,127,22,24,68,22,281,2,13,27,19,26,0,0,1,0,37,3,5,0,5,9,58,2,4,2,31,4,41,0,8,3,1,33,22,10,26,22,59,28,21,8,25,51,1,5,1,15,16,18,94,2,18,0,7,140,50,17,2,6,0,6,19,50,3,10,194,4,10,55,83,1,37,478,7,29,1,2,22,3,0,0,56,12,27,156,27,0,24,10,3,0,7,16,26
cell464,61,297,0,27,23,2,79,23,88,93,37,82,5,4,117,10,109,19,6,65,17,209,0,4,52,12,10,0,10,0,11,38,0,11,0,1,23,62,14,0,6,37,1,60,0,7,2,0,48,5,8,6,21,67,25,36,15,15,63,5,1,8,28,12,17,86,10,12,0,5,145,34,12,2,4,3,17,27,47,0,6,122,1,6,8,48,2,50,559,8,21,5,0,0,5,0,18,54,3,34,188,18,0,24,2,7,29,25,5,62
cell465,3,62,0,20,0,0,6,20,33,13,9,42,1,3,111,3,115,21,4,10,4,138,1,1,12,2,10,0,0,0,6,3,0,1,2,1,8,33,5,0,6,10,6,30,3,0,1,2,21,5,7,11,25,63,16,9,2,13,44,3,4,12,12,1,12,83,4,14,7,9,119,20,14,0,0,0,7,19,13,0,5,55,0,10,37,29,0,20,471,8,7,1,2,0,2,0,13,15,2,13,43,22,0,17,10,5,8247,1,48,139
cell466,21,149,4,24,32,4,64,33,26,24,27,2,1,8,78,15,35,13,0,58,18,222,2,4,18,19,17,0,0,4,0,20,0,4,9,5,9,25,7,2,4,23,2,35,0,0,0,0,43,21,7,28,17,11,24,8,8,25,52,3,3,3,23,18,11,96,13,18,0,13,93,42,28,0,1,4,15,17,15,0,11,128,5,11,33,80,0,39,652,13,24,5,0,7,2,0,6,65,1,32,196,21,0,11,5,2,2405,21,9,82
cell467,14,112,0,23,0,0,15,21,18,10,17,0,1,0,57,9,83,10,0,17,4,107,0,2,5,11,3,0,1,0,3,7,0,8,5,3,7,23,6,3,11,1,1,26,1,6,5,0,22,9,10,8,10,15,15,22,4,12,22,0,1,3,27,10,13,64,4,12,0,4,71,22,17,0,6,6,9,38,17,0,6,27,2,14,11,42,0,10,611,3,11,2,1,0,0,0,6,24,1,17,45,14,0,11,14,3,1760,0,19,132
cell468,43,159,0,24,17,0,77,50,14,85,13,0,4,5,59,5,104,15,2,40,23,85,0,3,19,11,9,0,3,0,0,22,0,2,1,3,3,31,2,0,4,18,3,45,0,3,5,0,30,10,5,13,12,51,11,17,15,26,53,0,5,4,26,10,19,83,5,8,0,9,97,23,18,4,3,0,14,27,16,1,9,59,1,14,13,95,4,32,554,19,11,2,3,0,4,0,6,26,1,28,183,24,0,14,1,3,238,4,12,67
cell469,22,98,0,19,12,1,24,14,54,74,26,5,9,6,117,10,84,16,3,61,12,112,0,1,32,7,13,0,2,0,2,32,1,5,3,2,10,46,6,6,2,25,0,55,0,3,1,0,28,22,4,17,21,86,46,28,8,18,51,1,8,4,23,8,35,97,2,18,0,4,107,47,16,3,8,6,19,23,83,0,18,55,6,9,22,36,1,46,428,16,19,0,2,28,6,0,3,18,2,21,178,28,0,11,2,2,6927,3,8,73
cell470,80,100,0,2,15,2,55,51,47,82,38,47,0,8,128,4,127,24,2,59,15,218,0,10,31,12,23,0,0,0,8,23,0,4,0,9,6,39,9,1,2,48,5,47,0,9,2,0,48,14,3,38,22,57,28,17,9,12,65,3,0,5,12,12,22,85,12,11,0,2,134,56,26,1,3,1,12,42,76,4,6,84,3,11,28,59,1,54,561,11,16,8,0,0,4,0,11,72,3,25,156,23,2,4,3,1,2824,5,12,77
cell471,34,105,0,24,42,1,73,25,48,69,42,8,0,5,146,14,215,49,0,42,15,136,1,4,22,16,17,0,10,2,2,24,0,7,0,1,7,64,8,1,8,58,4,42,0,0,8,0,40,12,4,32,27,41,56,21,8,24,65,1,2,7,40,15,14,69,10,7,0,9,171,62,16,1,11,6,13,55,32,0,13,85,4,7,38,79,9,30,554,12,19,1,2,11,0,0,4,37,4,17,160,13,3,9,4,4,327,12,20,7
cell472,54,141,0,27,35,4,39,56,71,93,51,4,0,4,161,8,211,29,2,48,10,244,5,17,17,9,22,0,8,0,6,24,0,2,3,1,16,69,14,4,21,44,1,96,3,1,1,0,37,10,4,45,17,156,55,37,6,19,70,1,13,4,37,10,15,115,7,20,2,7,186,24,12,2,3,2,15,28,13,0,9,48,1,11,40,56,1,54,380,10,28,4,3,69,3,0,8,57,0,9,144,22,0,29,7,4,1534,22,15,38
cell473,78,111,0,15,36,0,28,57,18,117,37,0,13,0,146,14,174,19,1,31,17,123,1,2,14,11,33,0,0,0,0,23,1,9,33,1,12,69,12,4,9,53,3,61,4,0,4,0,27,11,5,33,33,122,36,12,21,12,60,1,2,9,21,15,12,116,1,8,0,8,157,50,19,0,4,5,14,3,43,0,6,77,0,13,43,46,1,36,610,17,25,2,3,0,2,0,19,76,0,13,146,25,0,14,2,1,1718,8,13,65
cell474,10,198,0,27,0,2,8,21,11,24,16,2,0,9,78,11,64,6,1,15,6,89,4,0,9,5,3,0,0,0,1,7,0,3,2,0,2,34,5,0,0,9,3,16,3,0,1,1,6,1,5,13,10,37,23,22,4,13,25,0,3,2,23,5,11,66,6,7,2,9,75,23,2,2,4,0,7,32,21,3,8,17,1,9,26,39,0,19,557,4,5,1,0,0,5,0,4,31,0,5,34,17,0,8,14,12,3756,8,64,112
cell475,25,107,0,29,13,10,54,42,30,36,24,47,4,7,125,16,129,25,0,37,5,163,1,7,15,13,8,0,0,0,0,15,0,4,1,2,6,72,6,0,2,29,1,62,0,0,2,0,51,10,5,25,18,80,20,9,4,14,48,1,0,6,21,10,19,108,10,13,0,17,148,49,17,2,2,5,9,49,31,0,11,14,7,9,30,19,1,28,281,17,10,4,0,3,3,0,4,60,6,13,124,32,2,22,9,3,4305,2,15,130
cell476,24,248,0,14,15,2,85,23,31,64,37,105,8,5,140,20,116,17,0,42,14,200,0,9,22,13,22,0,0,0,5,28,10,1,0,4,26,41,3,4,5,23,6,33,0,5,4,0,55,19,3,32,33,85,43,45,10,20,58,2,4,8,36,12,15,139,1,24,0,10,159,37,17,2,2,7,14,36,68,1,4,81,6,11,35,57,1,37,608,15,12,13,3,2,3,0,10,72,8,25,117,19,1,4,5,2,2456,16,17,76
cell477,65,114,0,12,22,0,28,25,25,86,20,0,2,2,182,11,224,38,0,57,20,266,1,1,21,7,15,0,7,0,3,26,1,5,9,7,9,66,17,4,2,48,1,78,0,8,4,0,69,38,10,48,38,118,44,37,7,12,81,1,0,13,36,14,7,168,7,4,0,8,252,55,16,2,2,5,10,91,28,1,14,101,2,8,50,34,0,46,463,13,21,4,1,386,5,1,9,10,2,20,131,20,0,9,2,2,2522,14,15,30
cell478,5,94,0,32,51,11,101,38,61,87,28,4,17,2,188,8,242,16,0,56,23,222,0,3,22,7,15,0,1,0,6,33,4,13,0,5,6,93,7,1,6,32,2,64,0,2,8,2,65,25,4,33,22,64,49,40,9,13,86,0,4,20,48,16,19,150,11,19,0,6,181,45,17,2,2,3,10,25,18,0,15,136,2,9,67,15,2,36,435,11,32,6,0,7,0,0,5,31,7,26,129,18,13,17,6,1,2779,10,13,47
cell479,31,295,0,36,41,11,44,32,42,47,63,12,6,4,169,12,180,64,9,60,18,194,0,2,18,12,32,0,0,0,6,20,0,1,5,5,23,105,7,6,3,42,4,53,1,11,1,0,41,13,7,44,33,82,67,43,4,11,75,5,5,6,36,14,14,132,4,11,0,8,196,27,10,0,1,2,16,17,33,0,6,96,2,4,22,106,0,40,547,11,28,4,1,1,1,0,5,94,5,7,118,23,0,10,2,3,3923,21,12,20
cell480,7,40,0,47,5,31,30,19,3,14,21,49,0,4,83,10,76,8,0,17,3,168,1,2,13,8,9,3,4,0,1,5,0,2,0,3,2,14,7,0,7,4,4,23,1,1,2,1,19,10,3,21,21,26,30,25,6,11,44,1,4,21,27,9,17,72,2,2,1,12,87,15,8,0,0,1,9,20,17,1,0,33,3,6,15,29,1,12,381,7,12,3,1,21,9,0,5,20,2,18,14,15,0,12,29,5,2181,1,59,200
cell481,27,318,0,27,52,7,71,64,46,34,56,0,11,4,205,5,244,47,0,33,17,171,0,16,14,10,13,0,2,0,0,25,0,0,0,1,12,84,10,2,2,30,1,87,3,0,2,0,43,5,1,30,35,55,70,36,7,17,76,2,4,2,40,8,10,107,5,15,0,13,215,17,15,1,1,1,18,32,83,0,0,56,5,11,19,101,2,27,374,13,12,0,4,1,10,0,1,95,0,27,103,21,16,13,0,2,0,17,17,62
cell482,19,82,0,20,38,4,78,41,16,79,10,6,6,3,164,8,249,11,6,27,18,266,0,5,11,3,18,0,3,2,2,19,1,1,69,0,12,93,8,1,4,28,1,76,7,3,3,1,69,16,7,47,37,55,46,45,16,16,67,0,1,6,52,7,11,150,3,15,0,10,201,63,18,2,2,0,11,15,108,0,10,87,3,9,29,57,5,19,539,11,16,0,3,0,7,0,20,59,2,42,98,28,0,10,8,1,5640,30,8,23
cell483,33,112,0,15,18,0,51,60,56,53,69,3,0,14,230,18,296,58,0,31,18,250,0,7,19,12,13,0,0,0,5,17,1,1,0,0,17,111,23,2,6,45,1,46,1,0,7,0,51,27,2,54,28,149,37,10,7,14,94,1,0,3,44,12,10,163,3,10,0,9,276,72,12,1,0,1,13,127,168,0,3,72,5,8,42,82,1,16,602,9,23,2,1,74,2,0,0,101,0,23,106,16,0,8,1,1,1116,25,12,7
cell484,57,119,0,43,21,3,134,52,41,49,62,9,2,4,197,10,277,16,3,39,14,259,1,0,16,11,5,0,6,0,8,21,3,7,0,0,10,78,13,2,6,41,0,76,3,0,2,1,47,33,7,49,26,47,34,27,17,17,98,4,0,7,48,9,26,166,8,17,0,5,311,47,10,2,3,4,16,129,91,1,16,75,5,10,22,132,4,30,184,8,20,7,1,22,5,0,11,62,6,54,125,23,0,23,5,0,1250,2,14,83
cell485,61,74,1,75,36,3,71,73,43,80,42,125,1,5,241,28,262,26,0,39,13,320,0,10,21,8,5,0,5,0,1,27,0,0,8,4,27,55,16,3,13,65,1,120,0,0,0,0,37,38,7,37,25,110,66,7,6,20,77,0,1,34,55,15,14,177,10,14,0,6,218,75,16,2,1,5,12,53,42,0,21,93,6,8,8,111,1,27,551,7,24,8,1,3,5,0,12,127,0,29,123,25,0,8,3,3,269,15,24,55
cell486,30,79,0,46,75,1,72,52,74,81,54,50,12,1,230,12,252,34,7,39,14,319,0,5,15,11,4,0,9,0,4,17,3,7,33,8,3,152,6,2,5,58,4,113,0,12,6,0,56,17,5,36,40,78,57,19,9,18,109,1,0,5,43,14,25,149,19,9,0,7,308,88,10,0,0,1,15,32,55,0,12,146,5,5,52,82,3,30,655,20,11,7,2,25,5,0,0,71,3,18,109,30,0,10,1,2,1222,2,10,106
cell487,41,90,0,54,35,5,64,53,56,26,38,82,9,1,251,30,322,28,0,23,10,313,3,20,9,8,18,0,10,0,0,8,1,1,0,3,37,176,27,0,7,63,0,127,1,5,6,0,99,32,10,37,35,123,53,50,12,14,116,4,0,12,50,10,3,168,1,13,0,17,395,63,17,0,1,1,21,14,78,0,15,170,2,7,53,51,1,27,581,10,28,2,2,0,1,0,9,144,2,51,93,14,0,23,6,4,127,15,15,68
cell488,6,67,0,28,22,0,39,23,15,29,35,34,0,6,92,10,87,17,0,15,1,123,0,10,15,7,6,0,0,0,2,8,0,0,0,0,7,42,9,0,0,4,2,27,14,1,1,0,11,8,9,10,20,57,56,32,4,21,30,1,2,0,14,8,10,62,4,15,7,9,89,22,15,0,0,0,4,27,17,0,10,36,3,17,7,68,6,12,234,15,7,0,4,10,2,0,2,47,1,9,27,21,0,15,19,1,0,1,47,287
cell489,40,136,0,28,46,4,120,58,50,105,35,53,11,3,237,20,195,48,0,31,12,319,2,8,18,15,13,0,1,0,1,22,5,11,26,4,13,190,27,2,32,54,2,115,0,43,5,0,85,54,6,55,35,42,93,50,8,15,122,1,5,27,51,9,10,153,5,14,0,10,345,60,12,1,0,0,18,59,31,5,4,178,4,14,85,63,2,22,574,14,19,3,1,124,2,0,4,142,2,16,144,33,6,24,5,4,386,10,17,67
cell490,56,375,0,4,5,10,42,44,63,56,59,0,3,9,235,10,295,43,0,24,12,338,0,19,16,9,15,0,0,2,7,20,2,0,0,0,11,170,3,3,14,52,0,124,0,7,2,0,54,20,9,41,33,71,37,71,6,17,73,0,2,35,47,11,11,169,4,17,0,9,301,38,5,0,2,0,14,73,57,0,12,44,2,9,92,19,7,14,545,22,24,7,5,0,6,0,4,120,2,30,143,37,0,38,8,2,869,12,27,74
cell491,28,123,1,43,8,2,77,49,14,78,83,65,3,4,201,0,259,48,0,16,7,266,2,6,12,15,11,0,1,0,1,18,4,7,12,1,19,70,21,1,10,60,1,58,0,2,0,0,78,20,2,33,29,18,61,33,5,17,63,0,2,6,39,8,14,149,10,18,0,13,271,69,15,2,0,6,11,33,105,0,13,88,3,3,37,36,0,14,519,11,18,7,4,8,5,0,8,64,0,26,125,39,41,22,7,0,379,10,19,100
cell492,52,325,4,33,29,1,77,21,26,73,45,94,2,1,211,16,266,63,4,20,13,386,2,2,12,15,3,0,1,0,0,5,1,1,0,0,18,50,6,2,1,34,8,59,0,3,1,0,58,31,4,57,29,114,48,34,6,10,88,0,4,8,44,13,9,131,8,11,0,5,259,58,14,1,0,0,13,45,53,0,8,90,2,8,16,46,6,13,522,21,9,2,2,150,3,0,0,128,3,28,98,25,0,16,3,0,6,10,6,62
cell493,120,1738,0,14,55,0,129,80,53,34,36,0,13,2,249,23,284,29,0,64,20,236,0,4,23,17,10,0,13,0,1,27,10,0,0,0,20,86,8,2,13,50,2,82,0,9,6,0,72,43,10,48,29,23,60,7,13,14,81,0,15,14,44,22,23,170,5,11,0,6,260,79,16,1,3,1,14,45,84,0,8,127,1,16,40,51,1,26,647,18,40,1,3,0,5,0,3,43,3,27,106,31,0,18,6,1,740,13,15,35
cell494,20,96,0,20,15,0,47,48,34,36,37,74,0,3,272,11,293,46,0,17,7,363,1,5,14,8,6,0,1,0,1,22,6,2,9,2,20,148,28,0,3,40,2,127,0,3,6,0,52,5,8,50,27,80,77,40,5,12,91,1,3,10,58,14,19,81,22,11,2,16,334,42,18,1,0,2,11,22,61,0,12,102,5,4,19,21,0,23,487,7,34,5,2,5,6,0,25,96,0,72,72,22,0,10,4,0,1210,5,12,114
cell495,15,494,0,53,0,6,89,44,67,36,31,28,6,3,268,21,329,8,0,22,21,254,1,23,16,8,13,0,3,2,0,17,2,2,0,4,20,136,19,0,14,29,2,109,0,9,2,0,89,15,6,34,23,99,66,40,11,15,89,0,2,13,57,9,17,217,32,23,0,6,326,18,11,0,0,2,10,35,82,1,15,165,11,8,73,66,7,24,570,13,19,18,1,0,1,0,18,122,0,48,93,36,0,15,1,1,2121,5,11,18
cell496,20,283,1,22,0,4,107,46,54,25,33,12,1,4,115,10,80,19,0,65,8,155,2,10,42,18,25,0,0,0,10,36,3,6,0,1,10,39,5,0,6,15,4,33,2,1,4,11,44,19,2,24,12,240,37,28,8,17,40,0,4,13,23,14,15,89,5,4,5,7,111,20,20,1,7,3,10,58,24,0,11,27,6,17,31,64,6,27,560,15,12,4,0,0,6,0,8,76,9,9,70,15,1,3,4,9,425,1,25,56
cell497,23,39,0,17,11,4,36,34,44,41,36,9,1,11,107,10,131,30,0,28,4,88,1,0,14,17,3,0,0,0,1,22,0,0,0,9,14,35,9,0,6,14,2,29,12,6,5,0,25,4,1,18,23,19,39,9,8,10,55,0,0,6,17,8,23,88,4,13,2,12,133,31,13,2,2,4,13,29,32,1,14,62,3,15,22,58,4,34,365,14,37,6,1,0,8,0,1,48,2,19,48,23,0,21,20,1,7965,5,41,112
cell498,43,111,0,17,22,0,25,28,35,74,57,2,6,3,301,27,345,12,3,17,12,388,1,0,2,10,12,0,1,0,4,16,0,2,7,2,17,158,16,3,3,56,5,122,0,3,1,0,40,29,6,68,32,36,71,16,11,18,110,2,5,1,64,13,7,193,14,19,0,10,317,83,24,0,1,3,16,37,92,1,11,124,2,13,29,21,3,27,468,16,21,3,4,76,5,0,0,75,3,42,115,25,16,25,7,2,1023,4,16,34
cell499,43,46,0,11,59,0,51,28,42,89,65,106,10,7,321,11,403,26,0,25,10,349,0,0,12,5,3,0,7,1,1,16,8,3,0,4,24,97,15,3,7,61,5,110,0,6,3,0,87,43,6,60,31,33,58,8,9,12,97,1,2,7,77,11,5,246,26,16,0,14,376,93,19,0,1,2,13,16,178,6,13,221,4,2,33,29,0,24,376,8,31,9,1,2,4,0,0,132,0,25,114,35,0,12,2,4,2395,5,12,64
cell500,19,84,0,15,14,0,67,59,31,39,21,179,0,2,205,37,311,51,1,32,10,327,0,2,12,16,14,0,2,0,1,23,4,0,4,4,13,168,30,2,5,49,0,74,1,11,8,0,54,22,2,57,35,32,42,58,16,9,90,0,0,12,61,13,16,196,4,15,0,15,337,44,24,0,1,3,12,29,119,1,10,138,1,9,65,18,6,29,395,13,26,2,7,60,7,0,14,112,2,18,105,35,0,21,5,4,3417,2,13,209
cell501,41,73,0,15,23,0,62,24,24,17,60,60,1,3,245,16,418,60,0,17,8,394,0,20,10,1,12,0,1,0,1,12,4,3,0,1,3,152,13,0,10,38,2,149,2,15,1,0,86,57,9,57,46,22,98,95,5,18,151,0,2,42,65,15,19,234,21,11,0,10,431,79,7,0,3,3,17,7,56,0,5,84,7,8,71,19,5,18,411,13,22,14,3,0,3,0,7,164,1,35,94,41,0,21,3,3,3971,15,14,38
cell502,71,97,0,18,30,1,45,59,67,94,36,1,14,12,290,4,361,16,15,23,10,272,0,3,13,6,5,0,2,0,0,16,4,2,0,1,3,179,42,4,24,63,2,155,0,9,4,0,48,52,3,58,47,80,30,88,12,12,94,0,3,22,51,8,14,282,29,13,0,13,381,73,11,0,3,1,19,30,19,0,14,100,4,16,73,48,2,20,421,27,17,1,0,0,3,0,20,152,2,65,120,59,0,26,1,2,181,3,14,71
cell503,46,48,0,13,56,2,59,25,38,53,63,154,2,5,279,9,396,81,0,30,17,333,0,12,12,6,3,0,5,0,1,11,3,3,28,1,36,48,12,6,14,55,5,106,1,16,0,0,79,40,3,63,12,70,65,38,10,17,124,4,5,37,39,10,33,203,21,15,0,9,366,37,17,2,1,2,16,26,192,0,12,129,4,8,23,35,15,14,363,22,11,12,0,1,2,0,8,141,1,33,105,36,0,23,2,0,2,8,12,212
cell504,96,293,0,21,95,5,58,87,29,51,90,5,6,4,299,21,355,55,0,19,13,323,1,7,17,11,4,0,1,0,3,15,8,9,1,4,13,55,11,4,26,61,0,137,2,8,10,0,82,46,8,35,50,94,95,83,12,15,127,0,4,16,45,11,16,241,12,17,0,14,417,127,19,1,0,0,14,49,15,0,25,53,6,10,30,79,3,32,484,9,22,0,0,0,0,1,7,87,2,36,89,35,0,17,3,5,4108,8,12,87
cell505,27,57,0,25,21,1,35,32,33,45,50,1,0,2,324,7,416,81,0,38,16,345,2,3,22,4,13,0,4,1,4,19,12,1,9,4,8,94,16,2,4,63,1,100,0,6,2,0,76,45,5,77,40,70,111,56,6,14,151,3,2,59,69,11,19,244,32,16,0,16,425,35,15,2,5,1,18,19,174,1,14,188,1,12,51,23,4,27,313,20,28,1,4,6,4,0,22,93,0,31,78,41,0,22,2,0,108,7,13,12
cell506,65,227,0,16,0,4,64,101,37,19,30,13,4,3,121,3,148,14,11,53,28,222,2,13,33,5,5,0,4,0,4,31,0,0,11,4,12,23,4,0,1,18,0,31,1,1,13,3,39,15,8,13,22,98,36,22,24,13,66,4,5,3,21,30,35,90,5,16,1,9,146,32,13,0,7,5,28,44,89,0,27,36,1,26,30,112,4,46,657,10,25,1,2,200,5,0,8,12,7,14,71,19,0,15,16,3,3136,1,39,229
cell507,26,243,0,38,24,6,76,22,29,45,55,112,1,4,261,28,356,52,1,22,8,316,0,15,10,5,14,0,3,0,3,18,5,8,0,3,6,132,22,3,17,62,2,105,4,5,0,2,83,30,12,51,24,93,85,36,11,9,96,2,1,6,46,18,20,175,11,14,0,10,311,16,16,0,0,5,16,61,133,0,16,136,1,10,74,83,2,20,428,16,24,3,4,100,2,0,11,119,3,51,67,50,0,7,9,2,4318,5,13,52
cell508,23,69,0,36,14,5,18,72,73,68,61,48,1,2,337,15,407,30,8,47,22,444,1,16,17,7,8,0,0,0,2,18,4,2,4,3,14,114,3,1,13,52,1,112,1,3,3,2,51,27,8,66,47,112,40,43,14,13,130,0,0,23,59,19,27,255,7,16,11,9,381,60,24,1,1,4,24,20,52,0,20,177,2,13,128,37,0,29,368,19,20,5,1,0,0,0,13,188,4,103,94,45,0,23,10,2,186,15,20,26
cell509,59,80,0,15,11,1,40,36,23,49,56,9,5,6,254,23,294,43,0,41,22,348,1,2,29,6,11,0,4,1,0,20,1,0,7,1,12,122,6,0,13,53,2,111,3,3,0,0,55,61,4,61,41,55,66,60,13,16,92,0,1,5,47,22,22,204,11,18,0,9,385,104,18,1,2,6,23,21,4,0,20,67,8,13,69,77,2,15,288,21,15,1,0,0,2,0,15,139,4,65,96,62,2,24,4,3,1011,10,17,36
cell510,36,51,0,3,2,0,15,40,46,56,32,1,1,7,264,22,317,46,0,60,15,389,4,1,23,8,24,0,1,0,1,27,2,6,0,7,7,127,26,2,17,41,0,140,0,6,2,0,102,9,11,57,34,19,42,25,17,14,99,1,2,16,43,30,8,224,3,14,3,15,332,92,27,2,2,1,20,35,68,0,20,141,3,3,51,29,8,46,305,22,37,10,4,137,2,0,8,147,0,55,88,48,0,5,10,2,0,3,30,42
cell511,26,51,0,6,7,0,28,20,35,72,38,124,0,1,191,26,275,46,0,43,21,329,1,1,16,12,0,0,1,0,2,17,1,13,0,5,11,112,10,4,10,47,1,129,0,3,0,0,71,15,3,41,29,12,51,2,10,15,126,1,2,3,42,17,27,123,10,19,0,9,330,70,15,0,3,1,15,25,97,0,16,73,3,10,24,42,3,25,190,9,18,4,3,3,6,0,6,89,2,45,88,44,0,19,6,3,3394,22,20,57
cell512,48,65,0,10,21,6,93,31,53,55,76,233,5,3,280,15,352,13,3,64,21,363,5,9,16,4,25,1,2,0,7,30,1,6,0,3,8,109,5,1,8,66,0,122,4,16,0,1,45,73,11,44,36,59,58,26,40,14,90,0,2,4,33,21,40,209,21,15,0,12,317,77,1,0,3,3,21,7,13,0,20,157,4,15,59,45,15,29,331,28,34,1,6,92,5,0,5,83,4,67,86,47,1,2,9,2,108,0,20,157
cell513,45,60,0,5,13,3,37,48,44,81,61,18,7,6,309,14,347,43,0,57,19,347,6,16,54,13,24,0,5,1,2,25,0,15,0,8,10,153,21,6,4,40,0,87,3,4,0,0,78,43,5,52,31,39,42,47,22,8,59,1,2,22,60,16,27,77,3,14,0,7,336,29,17,1,5,1,30,14,17,0,40,196,5,13,74,62,5,38,267,23,15,8,6,1,5,0,4,106,3,30,78,45,0,15,2,1,2890,20,22,127
cell514,59,64,0,19,19,0,53,47,80,50,18,29,9,6,319,9,341,44,1,105,34,378,0,8,47,19,41,0,8,1,9,44,2,35,8,3,37,157,11,5,5,54,1,100,4,4,2,1,106,24,15,78,57,29,60,74,24,11,107,2,16,3,48,31,55,145,16,22,0,12,349,89,17,2,8,1,38,43,146,0,38,176,5,13,74,38,8,58,290,25,13,4,4,48,7,0,28,158,2,59,69,35,0,7,6,3,56,8,23,60
cell515,52,52,0,13,70,22,35,113,75,24,28,49,5,8,148,9,191,5,0,50,7,277,0,6,15,8,13,0,1,0,7,29,0,1,19,3,19,46,16,3,3,31,2,54,6,4,1,1,58,10,7,10,31,54,34,31,5,20,73,0,2,2,25,11,31,139,3,11,5,6,198,64,26,1,2,4,21,37,114,0,19,77,10,14,37,39,2,46,710,17,28,4,2,6,5,0,8,44,2,14,41,19,0,5,25,12,28,0,51,66
cell516,23,54,1,23,39,5,30,46,52,34,57,75,10,13,239,20,298,15,5,78,20,165,2,5,42,13,4,0,2,0,27,25,0,2,15,4,16,143,6,1,16,65,0,43,11,13,1,0,44,19,4,33,44,50,94,50,19,13,100,0,1,9,56,23,51,216,22,20,0,8,315,64,28,2,8,2,26,24,27,1,29,121,0,12,67,24,7,68,308,33,20,8,8,37,2,0,4,49,1,29,58,56,0,14,3,1,930,7,25,1
cell517,59,86,0,25,18,0,41,66,49,49,45,143,10,1,268,11,350,51,7,93,42,228,3,2,16,10,5,0,0,0,0,49,1,1,0,2,6,156,21,3,17,42,3,61,0,6,9,4,56,9,5,50,56,31,81,15,25,10,72,2,6,28,61,22,49,133,2,13,0,7,365,64,19,3,3,0,24,16,190,0,14,164,1,19,73,28,3,41,278,50,27,2,9,7,5,0,19,145,1,46,90,42,0,21,8,3,151,5,34,59
cell518,41,74,0,14,19,1,49,48,63,58,87,1,16,2,367,33,416,45,20,84,17,173,3,2,36,25,27,0,3,1,12,43,1,3,36,3,18,209,14,3,7,53,0,164,8,12,6,0,81,31,5,78,60,60,104,40,28,18,124,2,8,10,86,34,50,260,38,14,1,13,417,19,20,2,6,0,19,28,91,0,38,94,0,14,104,32,11,61,332,32,23,2,14,111,4,0,38,95,1,35,81,39,0,13,3,0,1170,5,19,130
cell519,46,84,0,35,29,0,30,89,27,12,17,0,2,0,86,4,105,43,0,38,13,294,9,7,12,7,10,0,0,0,1,23,0,0,0,0,2,55,11,2,12,4,1,32,3,2,0,0,10,7,2,21,17,57,15,21,11,11,44,0,0,9,14,10,23,63,1,7,6,8,94,23,21,2,3,2,17,140,77,0,11,75,0,12,30,79,0,31,637,16,16,2,1,19,3,0,15,64,1,21,54,14,0,16,24,5,14,1,64,361
cell520,30,82,0,19,23,2,63,29,26,58,54,0,0,12,321,15,445,137,0,66,21,375,1,17,28,12,26,0,3,3,3,37,0,6,0,0,10,242,25,3,17,51,1,153,0,11,3,1,93,67,5,64,46,69,96,62,20,18,117,6,5,34,67,26,48,257,26,11,3,14,499,49,30,2,2,7,29,16,82,0,39,95,10,11,84,46,4,54,319,62,25,22,8,64,1,0,16,200,1,23,54,37,0,0,6,0,804,5,52,58
cell521,35,74,0,35,21,1,65,21,66,53,90,250,2,3,371,19,195,75,1,71,21,459,0,11,50,11,30,0,17,2,4,37,6,2,0,0,15,222,25,5,5,85,1,139,5,0,14,0,133,42,3,65,47,113,117,78,14,13,145,0,8,34,81,36,34,308,21,13,0,10,498,69,23,1,4,5,23,18,67,0,71,140,4,18,59,71,15,36,338,38,20,20,13,73,5,0,19,166,0,28,62,45,0,13,3,2,586,0,36,73
