,gene1,gene2,gene3,gene4,gene5,gene6,gene7,gene8,gene9,gene10,gene11,gene12,gene13,gene14,gene15,gene16,gene17,gene18,gene19,gene20,gene21,gene22,gene23,gene24,gene25,gene26,gene27,gene28,gene29,gene30,gene31,gene32,gene33,gene34,gene35,gene36,gene37,gene38,gene39,gene40,gene41,gene42,gene43,gene44,gene45,gene46,gene47,gene48,gene49,gene50,gene51,gene52,gene53,gene54,gene55,gene56,gene57,gene58,gene59,gene60,gene61,gene62,gene63,gene64,gene65,gene66,gene67,gene68,gene69,gene70,gene71,gene72,gene73,gene74,gene75,gene76,gene77,gene78,gene79,gene80,gene81,gene82,gene83,gene84,gene85,gene86,gene87,gene88,gene89,gene90,gene91,gene92,gene93,gene94,gene95,gene96,gene97,gene98,gene99,gene100,gene101,gene102,gene103,gene104,gene105,gene106,gene107,gene108,gene109,gene110
cell448,0,0,2,9,9,10,0,110,202,44,8,60,0,0,51,9,66,14,117,69,4,9,1,0,6,27,0,22,12,2,123,4,149,76,35,249,107,84,8,9,2,48,7,90,56,5,27,51,9,24,13,45,4,0,55,21,8,33,38,13,78,39,3,0,163,0,45,45,12,2,99,30,22,42,29,54,38,7,2,62,26,21,10,10,12,21,52,395,6,3,64,0,34,177,1,2,25,70,0,29,0,0,2,44,24,12,11,238,28,108
cell449,20,37,4,3,0,22,0,153,0,5,7,84,12,1,52,0,48,4,58,35,18,5,1,0,14,4,0,7,15,3,98,6,105,61,34,507,88,32,13,1,8,41,6,68,108,9,105,9,2,5,18,27,0,104,57,24,19,0,43,45,61,38,3,0,12,1,42,58,22,8,115,0,1,11,50,84,2,23,0,15,0,29,21,2,42,28,7,623,18,1,88,0,3,148,8,3,6,70,0,20,13,0,0,12,44,6,7,2688,13,9
cell450,2,0,1,11,43,13,0,86,219,17,12,151,11,0,74,17,84,1,105,80,5,2,0,0,0,17,4,19,16,3,102,8,134,72,47,278,100,89,1,6,15,60,6,89,73,16,14,40,6,9,9,58,2,44,66,23,5,29,55,12,57,30,10,0,111,8,22,40,6,11,187,13,0,11,54,52,23,3,0,6,22,19,27,26,33,7,30,294,0,3,50,1,11,246,8,2,7,104,0,24,2,1,7,44,19,9,9,89,44,256
cell451,38,0,0,4,5,14,22,92,195,60,2,98,3,0,56,14,90,4,116,30,5,5,0,0,1,13,0,18,19,8,83,2,100,54,39,221,135,91,12,5,8,50,3,96,76,7,126,26,18,41,3,63,3,66,56,24,5,21,49,21,56,20,9,0,40,1,46,33,17,5,178,2,7,14,19,65,11,6,0,19,16,26,38,12,31,13,56,378,2,8,70,0,25,193,7,0,10,77,9,17,0,1,6,38,25,5,8,353,21,310
cell452,0,0,10,19,0,27,8,138,4,14,11,110,5,0,29,13,47,1,30,23,7,0,1,0,41,17,2,2,16,4,45,2,117,24,46,677,74,41,6,2,4,40,2,65,92,5,95,18,7,16,8,37,0,91,36,29,9,0,32,34,44,7,3,0,0,0,35,39,24,6,117,29,4,26,27,87,8,48,1,5,6,4,12,0,39,43,15,619,10,0,54,0,5,236,7,3,10,61,1,38,10,0,0,11,55,13,18,101,7,22
cell453,0,0,0,3,248,5,0,80,260,50,8,77,17,0,61,4,118,3,237,66,14,1,0,6,0,11,9,12,26,0,142,5,128,87,18,339,130,139,7,15,19,52,3,61,77,8,140,36,8,7,7,47,1,3,68,28,15,38,50,14,39,6,6,0,87,3,55,46,12,2,198,19,20,20,27,52,2,7,141,11,15,17,6,0,45,4,64,289,0,1,49,0,30,230,1,0,4,98,3,34,4,1,7,80,24,1,9,128,12,208
cell454,7,2,0,3,19,4,0,111,289,60,18,121,0,0,132,20,142,9,110,70,5,5,0,3,0,4,20,15,27,3,96,4,134,102,66,336,93,109,12,0,0,72,0,68,68,3,119,41,13,38,15,49,6,129,76,31,2,43,68,25,54,40,5,0,91,4,67,34,24,2,258,11,1,26,68,62,9,3,3,14,8,15,8,4,95,9,36,342,3,15,41,0,21,220,5,2,11,100,4,4,1,0,1,68,18,8,8,249,15,159
cell455,1,7,1,10,810,38,0,215,225,14,8,130,12,15,25,1,52,3,42,44,13,2,0,0,19,3,0,21,19,5,86,6,80,24,36,524,111,57,2,4,1,43,8,12,57,4,43,18,16,23,15,30,3,210,59,17,9,0,39,26,48,21,12,0,4,0,40,59,0,6,100,2,0,20,31,85,5,97,0,8,2,6,10,2,41,100,11,500,24,3,45,0,5,252,5,1,5,44,0,22,39,2,2,12,48,11,5,1736,8,11
cell456,8,6,3,13,0,0,0,101,205,44,11,75,0,0,68,11,81,13,407,129,3,4,1,1,44,35,0,14,15,2,120,21,135,52,41,366,111,137,10,4,0,65,12,113,45,3,139,25,5,33,11,51,1,86,68,30,9,46,64,17,49,14,7,0,135,1,62,28,6,7,160,21,7,18,48,59,12,4,0,5,7,17,30,10,26,16,50,353,0,3,66,0,28,296,11,3,6,101,9,21,0,0,3,16,17,3,15,186,36,348
cell457,0,0,0,2,0,20,0,152,14,7,2,75,6,2,30,7,52,19,25,45,11,5,3,0,36,9,7,5,13,2,145,17,76,34,39,303,98,63,13,7,0,33,2,69,84,3,2,11,23,34,7,27,0,55,49,16,5,0,43,23,73,23,7,0,0,0,25,12,4,9,109,5,0,14,33,56,11,27,0,26,0,9,19,3,32,17,21,367,31,4,68,0,4,167,5,2,2,87,0,7,9,5,0,22,58,4,11,1416,8,17
cell458,2,0,1,16,319,17,0,80,148,27,12,77,2,0,34,14,90,14,115,76,6,8,0,0,0,13,1,15,21,0,68,5,182,70,29,410,99,62,11,3,0,46,3,83,54,7,101,36,27,22,3,46,1,54,66,32,4,36,38,32,81,29,8,0,133,0,28,42,15,5,137,9,11,20,60,67,21,8,24,52,19,14,8,3,38,7,78,354,3,3,53,0,22,121,6,1,4,88,1,31,4,0,6,57,22,8,8,217,34,171
cell459,15,33,1,7,0,12,0,164,0,13,17,132,12,4,41,2,68,7,37,41,7,11,2,0,21,16,0,12,29,2,73,11,63,21,30,447,111,36,7,3,4,55,2,104,89,10,92,26,19,19,13,43,0,8,63,21,14,0,51,32,38,10,5,0,0,3,62,34,3,2,148,18,1,11,30,106,12,48,2,16,2,11,13,5,55,52,19,485,23,3,50,0,7,272,6,5,0,75,0,19,52,0,0,4,55,2,7,1790,11,13
cell460,0,1,4,4,0,6,0,103,221,49,18,112,5,0,41,19,113,11,213,113,1,0,0,0,0,10,2,12,35,12,20,1,180,91,28,241,100,153,11,6,0,60,6,118,44,13,114,46,10,14,4,65,2,40,72,29,15,44,77,26,41,18,21,15,187,1,55,32,20,10,228,11,0,28,71,66,21,2,0,11,8,5,21,29,39,4,46,271,1,16,55,0,19,197,10,3,16,115,18,16,4,0,2,96,23,3,6,66,15,225
cell461,2,1,1,2,240,7,0,91,138,12,11,53,4,0,22,7,56,19,74,131,11,8,2,0,0,8,0,14,20,0,18,29,157,60,39,304,61,65,7,14,13,49,10,28,84,5,166,53,13,45,13,29,3,73,46,14,8,4,40,19,106,0,4,0,115,2,44,34,18,6,113,7,28,20,58,62,40,5,3,21,18,5,8,30,33,26,62,298,1,13,53,0,30,118,2,4,6,68,5,18,2,0,8,42,13,11,5,167,19,230
cell462,2,0,1,1,0,16,1,81,143,8,4,78,6,0,67,3,78,5,74,90,1,17,0,1,18,0,5,14,20,0,131,12,149,63,32,175,81,77,7,6,0,34,12,26,54,7,29,37,11,28,13,48,2,22,42,21,23,28,64,33,56,39,13,0,94,0,50,24,3,0,153,7,8,19,56,36,14,6,14,11,7,24,18,17,55,9,46,284,0,0,57,0,7,73,0,2,12,75,1,14,5,0,7,48,16,7,16,357,19,129
cell463,2,1,1,1,58,12,0,89,190,37,18,75,0,0,54,10,104,11,70,61,5,0,0,0,0,12,2,10,23,8,104,19,146,60,29,206,114,83,19,4,8,44,10,140,49,9,22,32,21,13,4,63,2,50,57,32,16,9,66,35,51,4,7,5,81,4,82,36,12,4,196,23,22,10,59,41,51,4,56,15,14,15,17,1,49,13,69,253,2,3,74,0,30,299,4,16,18,100,9,50,4,0,4,37,26,6,8,229,38,226
cell464,0,3,1,2,194,8,9,103,244,60,27,116,0,0,97,7,113,9,89,115,8,4,2,0,1,12,0,13,30,2,270,13,229,66,9,215,123,90,7,1,1,48,6,74,58,11,65,60,15,23,9,57,1,97,67,33,18,33,82,28,67,10,7,0,58,2,63,42,8,22,192,0,8,17,59,68,8,1,0,11,16,8,16,23,70,31,66,212,1,19,64,8,19,177,7,8,6,89,0,47,5,0,2,38,26,13,9,151,17,101
cell465,0,0,0,7,134,8,0,104,324,40,14,142,6,0,37,18,76,6,192,97,7,0,0,0,0,19,2,13,24,9,251,38,165,99,43,251,121,49,10,9,7,80,11,91,63,11,226,31,16,18,20,51,8,37,68,19,8,34,65,14,70,45,16,0,117,1,62,45,15,5,189,7,23,12,65,50,10,10,109,16,3,18,14,7,51,9,64,231,0,10,49,0,23,398,1,3,12,117,1,39,0,0,19,21,25,5,9,273,16,203
cell466,0,3,0,9,156,12,0,88,145,16,4,60,2,0,44,19,71,26,73,74,3,9,0,0,0,14,3,13,15,1,117,4,128,109,51,335,60,21,11,8,17,56,12,57,63,0,201,22,22,23,4,40,5,0,53,21,54,47,58,18,69,27,8,0,123,3,32,19,17,5,141,14,22,12,51,67,20,9,3,15,15,22,17,16,24,16,113,338,4,0,46,0,21,269,19,3,4,61,1,8,0,0,11,45,27,7,14,570,12,4
cell467,0,25,0,16,227,17,0,89,23,6,3,86,6,5,55,13,74,2,40,72,17,22,0,0,101,7,0,20,21,1,84,34,85,43,22,146,90,143,11,4,3,42,2,80,94,1,147,13,24,16,11,62,1,11,82,36,4,0,56,31,67,22,3,0,0,3,81,53,16,2,160,17,2,14,58,74,4,30,1,5,3,14,25,1,13,44,10,243,11,0,63,0,4,217,3,1,6,60,2,18,29,0,1,12,77,9,16,1629,12,13
cell468,3,0,0,0,5,0,0,116,255,48,6,57,0,0,59,3,118,8,84,80,6,0,0,0,0,16,3,25,24,2,98,14,124,54,34,287,108,55,21,26,0,74,3,111,78,13,180,33,22,63,13,62,3,14,61,23,13,32,58,34,74,10,22,0,80,0,50,35,2,3,192,16,7,19,51,65,12,14,11,25,23,12,29,29,26,22,55,254,16,3,57,0,25,130,9,10,10,105,8,25,4,0,5,28,19,11,4,295,10,164
cell469,0,42,2,7,21,27,7,130,0,12,2,97,16,4,29,10,108,13,32,31,6,4,0,1,23,14,2,12,38,4,89,10,80,41,27,376,110,184,6,12,2,52,2,88,87,9,72,25,10,16,7,51,2,0,42,26,8,1,46,20,64,9,2,0,2,0,49,46,15,2,193,12,6,17,32,65,9,33,0,17,4,15,15,0,35,36,42,417,6,2,70,0,15,218,6,5,18,85,11,36,53,1,0,13,61,7,2,2178,2,12
cell470,0,34,0,10,222,15,1,105,136,7,13,89,9,5,69,16,100,2,44,35,10,7,0,0,17,9,4,27,27,3,74,1,78,69,19,431,85,160,3,2,0,55,8,112,79,6,136,28,4,43,9,47,1,61,75,17,18,23,33,19,67,14,10,0,0,8,61,45,16,8,141,6,0,20,36,67,17,45,0,22,3,9,10,4,31,14,7,455,12,2,67,0,6,105,5,3,2,75,0,15,28,0,0,9,55,5,7,1355,3,20
cell471,0,6,1,6,0,13,2,90,164,45,4,80,2,0,68,12,92,5,64,35,9,1,0,0,0,37,1,13,35,7,124,20,87,81,40,144,96,104,12,19,0,51,9,88,49,17,152,18,16,66,13,48,1,31,71,32,4,31,70,23,78,56,12,0,79,0,46,15,15,9,175,22,13,23,43,66,33,15,3,42,13,8,16,13,52,34,76,252,8,2,59,12,22,223,3,3,22,83,9,15,1,0,7,21,23,6,9,188,17,96
cell472,0,1,3,12,240,7,0,72,222,42,15,81,8,0,21,26,108,17,79,62,4,3,0,0,2,10,0,18,27,0,37,3,114,56,16,182,109,78,7,6,8,49,5,113,71,13,113,27,25,56,4,60,4,2,64,37,29,33,57,23,82,3,2,0,65,0,79,25,16,9,180,3,29,48,39,60,16,12,133,9,13,6,9,1,47,16,54,266,4,0,34,2,11,64,4,1,11,99,0,37,5,0,11,42,25,3,7,55,12,289
cell473,2,12,11,4,0,27,0,110,0,10,13,99,0,3,56,10,60,8,36,75,18,7,1,1,35,10,0,25,19,1,97,3,97,32,23,371,68,83,5,4,0,36,2,95,88,4,8,20,1,51,18,38,11,141,49,28,7,9,28,47,69,26,8,0,1,3,41,36,16,6,148,14,6,10,49,97,10,47,136,18,0,13,27,4,26,63,12,501,9,6,57,5,3,185,4,1,4,99,10,36,3,0,0,14,78,1,14,4593,7,21
cell474,23,0,0,4,194,18,0,71,97,32,18,55,5,0,36,0,57,2,68,17,5,13,0,0,4,2,1,18,14,5,72,14,112,46,13,130,69,28,5,4,8,34,9,37,56,0,138,35,8,30,4,39,5,16,46,12,6,22,45,31,47,17,8,0,46,0,48,40,9,13,114,8,12,13,37,40,6,8,0,10,5,6,15,10,11,21,41,260,5,5,34,1,12,102,1,1,10,84,4,19,2,0,7,49,27,3,10,37,9,55
cell475,2,7,1,7,42,4,0,89,102,48,16,84,5,5,46,2,66,20,72,72,15,0,3,0,0,8,0,5,19,4,103,17,98,63,12,348,94,48,2,3,13,50,3,78,87,9,36,31,4,25,6,35,1,0,35,8,21,20,39,40,52,27,4,0,83,1,40,22,16,0,109,12,8,4,46,77,20,19,2,27,19,12,14,3,42,39,74,327,6,0,68,0,7,131,4,8,15,68,1,22,8,0,10,47,14,11,12,243,6,152
cell476,23,2,2,4,0,10,2,109,186,29,13,90,2,0,27,10,56,4,74,21,8,3,0,0,0,20,1,10,7,3,50,28,129,74,27,305,109,56,7,9,0,48,4,31,80,8,96,45,13,20,1,31,2,57,49,36,10,42,55,8,73,30,4,0,55,2,44,68,14,15,102,2,9,18,36,41,18,12,0,11,20,3,17,18,20,11,37,347,7,7,24,0,19,88,2,2,6,80,3,17,4,0,12,16,22,11,12,496,9,143
cell477,25,0,2,3,356,16,1,97,273,40,1,54,0,0,38,6,83,9,177,64,7,19,0,0,0,26,2,3,14,5,188,7,145,88,20,232,108,67,7,4,11,47,12,78,60,27,98,53,14,33,9,43,3,58,42,22,4,31,35,26,81,31,10,7,67,4,50,52,12,7,130,2,30,16,41,52,25,7,4,30,11,15,23,26,32,12,85,356,11,4,55,1,44,90,1,2,0,78,6,26,4,0,21,28,29,2,7,181,13,67
cell478,0,2,0,0,34,21,0,107,260,47,8,97,3,1,48,4,79,14,157,66,23,2,0,0,0,22,0,18,17,3,140,2,123,25,33,177,93,81,5,23,2,62,5,72,39,0,120,29,14,34,0,39,4,3,56,24,19,27,64,9,82,34,17,0,0,4,58,41,23,6,123,16,6,20,58,57,35,5,0,11,10,14,24,7,35,23,44,302,8,6,83,0,19,59,3,1,9,48,10,19,6,0,4,60,21,6,19,442,4,178
cell479,0,0,0,16,350,15,0,117,279,62,10,62,9,0,77,0,89,12,129,45,12,1,0,1,0,4,0,7,29,0,73,10,93,52,7,225,131,105,9,4,14,59,7,64,86,6,153,36,14,80,9,49,1,21,49,21,6,16,55,19,54,41,9,0,0,0,35,30,11,10,197,54,15,15,33,57,52,6,0,9,5,11,21,2,35,20,72,292,1,7,43,22,22,188,4,5,9,100,5,34,2,0,1,51,14,5,8,160,20,169
cell480,4,4,0,7,1,12,58,109,214,29,15,80,1,0,52,10,128,8,78,59,0,5,0,0,0,3,4,23,15,0,92,17,115,70,40,269,112,35,9,8,0,58,2,68,46,21,140,39,8,19,14,55,2,16,54,39,3,33,51,19,68,62,5,0,109,0,67,32,7,2,165,3,25,19,60,46,19,13,20,21,14,16,19,0,34,27,74,281,10,0,45,15,15,167,3,1,15,118,5,48,4,0,6,89,26,7,11,125,13,170
cell481,0,3,7,2,2,29,0,230,202,11,9,85,7,11,41,6,49,6,57,57,22,6,2,0,22,6,13,22,21,0,150,17,127,56,47,515,95,20,2,5,18,32,9,58,85,2,137,34,9,31,23,24,5,297,55,22,6,10,36,26,69,28,1,1,17,0,50,25,13,7,113,12,14,20,10,117,14,4,0,24,3,25,26,13,52,36,10,893,21,0,68,2,3,280,6,3,3,83,7,63,22,1,0,11,88,7,19,610,9,21
cell482,0,6,0,10,24,8,1,121,261,47,3,89,2,0,100,0,123,10,77,41,7,2,0,1,0,12,0,6,26,0,100,11,102,68,40,251,126,125,11,3,0,47,1,64,73,6,97,36,22,13,9,52,1,0,71,33,5,36,84,14,54,18,12,0,84,4,64,30,17,29,240,6,12,44,52,54,26,21,0,22,6,12,9,10,49,35,68,227,7,2,28,0,21,183,11,8,6,91,2,37,3,0,0,42,26,9,19,126,21,179
cell483,0,9,0,7,0,22,0,136,141,7,11,100,8,6,28,2,70,2,46,45,16,29,1,4,77,14,0,32,11,2,170,12,132,28,54,714,92,60,3,4,8,53,8,69,82,3,112,18,13,15,17,41,3,102,58,16,4,3,49,23,86,16,5,0,71,1,55,55,8,15,101,2,2,39,51,89,7,18,0,31,2,19,42,1,47,9,11,683,19,0,89,0,2,377,1,1,1,64,0,27,38,0,0,13,71,1,15,721,5,13
cell484,53,1,0,3,3,4,0,106,228,20,9,100,1,0,72,1,95,7,284,68,5,0,0,1,0,3,3,6,18,0,101,26,180,73,37,137,100,38,10,11,3,56,1,123,27,27,0,15,20,36,5,56,9,23,66,17,4,13,62,12,90,9,7,0,118,0,68,34,14,2,190,28,13,9,46,35,25,4,0,27,18,23,5,5,67,31,55,191,3,1,51,0,4,138,7,3,3,98,2,31,1,0,1,51,18,7,2,325,13,182
cell485,0,2,2,16,6,13,0,113,287,41,15,80,0,0,45,7,64,21,80,131,1,0,0,0,0,29,9,4,30,3,130,11,93,77,26,254,125,109,11,18,0,67,5,102,69,3,202,27,36,87,4,67,1,114,75,32,7,34,78,25,42,64,10,0,129,1,34,33,16,2,237,21,27,14,53,38,21,6,15,12,13,5,28,26,60,5,33,242,5,6,52,0,13,175,10,4,5,103,1,9,2,0,2,20,21,23,11,30,11,142
cell486,2,0,3,3,224,15,0,71,139,63,2,47,0,0,46,5,101,9,69,63,5,4,0,0,0,48,11,10,32,0,184,5,134,78,50,196,79,129,4,14,0,50,0,143,59,17,65,37,16,43,6,57,2,53,91,24,9,14,72,23,75,23,13,0,23,3,39,9,3,8,233,25,9,23,58,46,28,10,0,19,8,11,23,12,51,25,60,187,2,6,36,0,15,168,4,2,12,83,0,2,4,1,7,83,21,9,12,173,13,193
cell487,153,1,0,4,177,12,0,102,191,22,15,75,2,0,61,1,106,8,116,50,16,3,0,0,0,2,33,5,31,0,83,8,162,75,40,120,98,149,14,2,0,59,6,75,61,6,224,45,15,68,7,63,3,2,77,32,28,32,67,13,80,52,8,0,0,3,50,27,26,12,192,11,27,8,59,52,25,5,12,9,12,16,9,0,49,25,41,192,0,4,31,0,9,176,3,1,8,94,0,13,3,0,2,44,22,1,14,137,5,144
cell488,26,0,0,4,27,6,0,149,256,45,14,78,6,0,80,12,119,8,80,88,5,7,0,0,0,22,0,18,29,1,84,13,148,48,36,279,133,211,8,6,11,53,4,105,50,24,136,25,3,30,3,56,3,244,82,20,1,25,73,20,66,47,5,3,78,2,69,58,16,2,222,12,10,9,45,39,40,9,6,5,6,1,6,0,65,20,58,260,1,11,26,0,6,134,3,0,23,113,7,33,6,0,6,50,26,11,14,40,13,28
cell489,4,1,0,13,230,4,3,134,237,26,6,68,6,0,37,29,109,19,297,89,5,1,0,0,10,36,11,10,16,1,178,8,125,77,45,228,107,49,8,12,0,39,9,95,57,25,1,32,14,53,2,54,5,39,60,22,7,25,66,26,57,42,15,0,39,2,60,39,15,9,206,11,10,18,38,35,7,9,0,11,8,27,11,0,29,26,57,230,7,7,58,0,9,183,4,2,5,98,0,32,7,0,5,87,13,1,15,42,5,122
cell490,0,16,2,23,433,28,0,123,0,6,3,79,1,5,29,0,53,5,53,156,15,6,4,1,96,36,2,43,21,3,194,11,195,69,28,502,80,37,2,17,0,22,4,31,94,3,26,36,6,3,21,26,4,138,41,15,28,0,26,29,116,6,7,0,0,2,29,34,11,8,86,6,17,9,63,103,22,15,2,22,1,14,34,0,32,27,19,594,5,5,96,0,9,315,4,8,10,41,6,25,26,0,0,13,96,11,8,3275,4,14
cell491,18,9,1,21,0,12,4,90,185,51,19,61,2,0,35,23,159,4,61,59,17,0,0,0,0,25,0,21,25,2,32,2,113,45,35,184,114,163,9,13,1,68,3,95,76,6,5,54,10,38,3,54,4,69,71,24,3,12,75,8,80,79,17,9,125,4,30,36,1,7,281,19,16,13,43,39,7,33,23,33,8,19,4,11,44,27,80,241,10,5,38,0,15,87,2,1,15,84,1,21,0,0,3,45,17,7,10,42,5,82
cell492,1,13,1,4,55,14,23,105,197,12,14,63,1,0,40,30,111,30,55,74,6,0,0,1,0,17,1,6,28,2,124,16,187,73,37,210,90,82,5,9,0,53,6,100,66,12,192,21,20,68,16,66,1,60,81,16,3,22,57,33,85,28,14,0,61,5,55,31,12,15,201,10,5,27,47,55,27,17,0,19,9,11,7,4,81,30,31,273,3,1,42,14,8,280,0,5,15,86,2,18,1,0,8,30,17,7,7,104,2,189
cell493,1,32,2,13,368,14,0,126,37,7,8,74,4,11,24,10,44,4,64,31,21,1,0,2,22,25,4,12,18,2,295,34,323,83,19,283,108,32,6,14,0,24,1,51,42,13,372,29,8,14,34,22,2,103,40,9,5,0,24,24,89,26,2,0,0,4,20,45,15,2,63,9,15,27,94,96,20,7,0,36,2,29,20,1,8,28,28,627,3,10,91,18,8,400,1,1,2,47,0,27,25,0,0,35,81,8,12,1373,4,18
cell494,38,0,8,5,0,13,1,106,185,32,17,71,3,0,20,23,83,13,90,146,1,0,0,0,0,30,15,23,27,2,124,20,133,95,31,166,95,110,13,3,3,40,9,100,46,18,171,25,13,58,13,47,2,93,76,37,5,36,70,21,92,36,7,0,0,3,51,19,8,6,163,20,21,18,18,63,8,11,0,10,8,2,9,3,112,12,19,167,13,2,46,0,6,164,3,4,21,84,6,21,2,0,3,100,14,16,10,143,11,149
cell495,0,0,1,8,0,8,11,106,138,9,14,77,6,0,103,26,120,4,85,85,18,3,0,1,0,16,9,11,41,3,154,15,131,64,25,156,98,114,5,15,8,54,1,70,42,2,72,40,7,49,14,75,2,56,62,35,25,11,56,8,83,67,4,0,17,1,51,18,5,12,228,9,19,9,90,45,38,7,0,16,8,15,9,4,49,21,44,157,9,0,44,0,20,308,5,2,3,88,6,24,3,0,10,26,21,9,10,74,8,84
cell496,32,10,0,8,9,11,0,129,0,4,0,99,2,10,17,5,32,3,50,91,19,6,0,0,63,7,0,24,7,0,161,10,210,96,23,996,59,33,7,11,15,32,16,39,64,0,276,41,5,8,10,18,1,52,28,6,8,0,24,36,108,13,2,3,1,2,17,55,18,4,86,0,32,45,42,95,17,31,0,29,4,10,21,3,29,49,20,829,10,1,101,0,4,391,8,6,0,35,1,52,40,0,0,12,87,1,16,1222,13,15
cell497,0,9,0,0,146,18,1,100,171,31,26,56,0,0,54,5,75,20,81,135,7,9,0,0,0,32,3,11,18,0,184,28,260,81,26,147,111,106,10,14,0,43,10,104,29,14,174,39,7,51,10,47,5,24,65,30,8,6,73,29,80,59,1,0,0,2,41,46,20,9,199,24,17,14,73,54,28,15,3,7,4,28,14,0,55,27,25,209,1,1,39,1,7,163,2,1,1,97,12,21,0,0,4,70,16,13,10,72,12,214
cell498,1,1,3,5,0,8,0,117,259,42,4,88,10,0,70,8,107,18,109,139,4,0,0,4,0,11,7,12,24,2,288,32,219,163,34,55,110,225,6,9,0,74,4,83,55,7,92,24,16,100,29,58,2,125,75,24,12,27,86,18,122,41,5,0,37,9,58,41,7,0,244,4,24,20,77,58,23,36,0,9,1,16,19,0,77,17,21,178,13,0,47,0,3,138,7,4,12,119,2,23,1,0,1,27,16,7,11,143,19,176
cell499,107,7,1,11,0,18,0,188,0,3,3,89,0,1,16,8,30,6,93,115,34,5,3,3,169,27,6,25,16,4,426,21,346,89,19,887,94,27,1,8,0,18,22,48,87,4,86,31,12,25,30,28,0,130,29,6,20,0,24,39,135,13,1,0,4,5,38,31,9,2,54,7,1,25,88,112,16,63,2,36,6,10,26,0,23,24,25,859,49,6,87,0,4,382,2,2,9,56,15,51,0,0,0,18,97,2,6,1546,10,22
cell500,79,4,0,17,316,4,0,109,283,20,16,58,8,0,45,4,87,9,82,193,8,13,0,0,25,36,0,6,22,2,181,11,276,97,27,183,99,50,6,6,10,67,6,88,61,11,300,41,20,58,9,55,7,24,60,36,20,3,56,15,104,22,13,0,78,0,53,33,8,1,166,12,32,16,102,65,22,13,6,17,7,17,21,2,37,42,34,184,1,10,54,0,4,102,6,2,5,89,9,16,2,0,9,33,19,1,5,44,11,135
cell501,0,14,0,4,241,12,11,134,220,24,15,95,9,0,50,27,101,21,77,86,7,2,0,1,0,11,0,22,32,9,74,7,146,56,31,205,139,65,2,8,1,52,1,74,57,9,59,28,17,55,9,60,2,124,55,24,14,2,85,19,87,27,14,0,67,1,36,28,2,7,176,12,9,23,27,18,17,24,10,4,6,8,19,10,36,33,24,243,13,2,23,0,3,138,3,2,1,80,0,14,2,0,4,28,21,4,9,133,7,279
cell502,0,1,0,3,5,12,1,93,216,5,22,55,8,0,47,41,107,8,86,149,5,4,0,0,0,22,0,15,25,3,212,6,153,85,26,85,81,83,16,8,23,60,1,46,38,9,197,42,20,71,6,57,4,92,67,23,3,10,56,19,89,9,5,0,50,6,25,18,0,4,195,19,14,17,38,35,22,28,97,22,5,1,18,25,45,34,13,184,17,4,46,0,9,181,0,2,5,111,1,29,3,1,2,44,13,14,21,136,21,98
cell503,0,0,0,1,0,12,0,130,182,21,7,61,4,0,14,13,97,0,74,145,1,4,0,0,1,10,14,11,24,1,104,7,203,74,49,86,123,87,2,18,32,51,5,114,78,6,260,24,21,29,10,56,4,0,64,19,5,0,78,21,81,67,15,3,62,0,26,39,3,6,202,10,20,17,107,70,20,10,0,13,3,10,26,10,50,21,31,267,5,2,48,0,6,50,1,0,6,104,2,13,7,1,2,38,19,9,2,36,6,141
cell504,2,1,1,6,341,21,0,152,0,18,5,130,0,5,47,4,60,3,69,53,18,7,1,0,51,18,0,31,22,2,366,31,237,86,28,660,85,47,4,7,8,57,4,37,91,3,330,32,10,6,25,36,4,90,47,15,6,0,39,44,100,13,3,4,0,2,54,55,15,13,105,4,9,50,57,89,12,29,0,11,4,30,38,0,15,61,25,699,12,2,91,0,6,633,6,1,4,54,5,48,31,0,0,6,89,1,4,2304,14,19
cell505,3,15,0,4,197,21,0,98,80,17,8,99,4,0,45,8,59,10,43,140,26,0,1,1,89,3,3,32,25,1,354,4,286,85,41,627,83,80,8,9,0,48,9,60,92,1,216,22,6,14,21,33,3,18,49,20,14,7,28,42,108,33,9,0,0,0,69,39,10,4,76,19,1,28,73,87,20,9,1,28,4,37,25,1,36,52,24,652,6,4,78,0,6,871,4,1,7,56,2,32,20,0,0,39,106,9,6,2584,7,17
cell506,4,2,0,6,0,4,0,124,196,51,13,71,1,0,27,16,115,24,115,123,8,5,0,1,0,1,5,16,16,4,87,4,130,77,33,285,57,138,16,2,1,60,3,115,67,6,118,19,11,31,12,59,1,45,81,37,4,2,82,28,32,28,12,1,74,2,51,31,23,1,209,15,20,28,50,63,10,11,0,10,2,6,14,4,24,27,37,209,1,0,54,0,5,243,0,2,16,117,1,9,3,1,5,49,14,9,7,111,12,52
cell507,0,4,4,8,57,4,1,85,290,9,12,46,7,0,35,9,78,16,136,110,4,3,0,0,0,9,12,19,36,3,135,27,191,76,53,242,121,83,7,6,0,51,8,39,80,15,189,12,24,83,4,47,9,8,58,24,4,36,73,27,46,30,6,1,72,4,35,26,12,7,181,5,17,10,56,63,13,6,19,2,4,19,23,7,37,17,31,235,10,1,36,0,5,142,3,0,4,89,3,30,0,0,11,88,18,18,8,85,19,72
