,gene1,gene2,gene3,gene4,gene5,gene6,gene7,gene8,gene9,gene10,gene11,gene12,gene13,gene14,gene15,gene16,gene17,gene18,gene19,gene20,gene21,gene22,gene23,gene24,gene25,gene26,gene27,gene28,gene29,gene30,gene31,gene32,gene33,gene34,gene35,gene36,gene37,gene38,gene39,gene40,gene41,gene42,gene43,gene44,gene45,gene46,gene47,gene48,gene49,gene50,gene51,gene52,gene53,gene54,gene55,gene56,gene57,gene58,gene59,gene60,gene61,gene62,gene63,gene64,gene65,gene66,gene67,gene68,gene69,gene70,gene71,gene72,gene73,gene74,gene75,gene76,gene77,gene78,gene79,gene80,gene81,gene82,gene83,gene84,gene85,gene86,gene87,gene88,gene89,gene90,gene91,gene92,gene93,gene94,gene95,gene96,gene97,gene98,gene99,gene100,gene101,gene102,gene103,gene104,gene105,gene106,gene107,gene108,gene109,gene110
cell434,27,86,57,26,312,138,45,23,6,13,0,47,5,0,1,15,2,21,0,16,21,45,0,8,47,12,3,7,11,33,18,6,71,37,1,11,31,16,8,23,2,9,16,0,94,0,11,19,0,11,2,0,11,325,2,8,45,0,10,10,14,0,0,10,46,11,13,48,6,14,14,8,0,23,24,10,16,14,1,3,0,47,1,24,13,82,9,319,19,4,0,1,16,131,12,0,6,4,1,1,20,187,12,0,7,130,62,9,2,353
cell435,7,31,35,0,210,1,36,47,11,42,1,55,5,8,1,16,2,14,0,20,24,22,4,8,5,10,4,6,13,54,7,15,56,23,0,69,39,13,15,15,0,5,14,1,91,1,2,34,0,9,5,0,8,219,6,17,17,0,15,35,21,0,1,24,46,8,26,53,5,4,12,9,36,16,25,69,35,10,3,22,21,51,9,38,11,47,25,845,9,2,0,0,8,167,6,2,14,0,5,1,20,116,3,0,6,166,62,5,16,173
cell436,18,18,75,0,70,2,39,4,8,103,6,118,23,68,92,36,49,84,1,120,29,33,0,13,50,35,31,4,24,19,230,18,277,13,0,0,25,283,6,75,13,21,41,17,96,4,56,235,11,104,6,1,10,48,13,34,704,0,50,9,47,0,1,341,618,74,94,43,3,16,105,77,1,26,91,43,447,6,70,47,222,28,1,100,88,138,287,498,0,88,0,0,195,281,79,34,44,15,4,0,14,60,29,0,28,14,5,4,15,82
cell437,41,20,74,0,5,0,7,3,0,44,9,119,2,71,130,23,4,63,0,156,63,20,1,8,214,31,22,4,25,23,276,3,242,29,3,1,24,142,14,68,7,24,35,3,106,1,3,229,0,115,12,0,16,166,1,47,606,0,68,2,35,0,0,257,428,43,75,53,3,10,84,44,0,29,84,40,218,21,76,89,78,51,3,166,65,96,459,560,2,108,0,0,75,227,92,21,18,20,8,4,11,24,15,0,17,18,4,25,6,166
cell438,28,23,41,0,236,141,22,33,8,24,2,89,1,162,11,21,2,11,0,7,14,27,2,4,2,18,0,10,16,53,18,13,44,8,1,0,39,15,15,25,3,6,11,0,242,0,4,31,1,15,12,0,9,425,1,15,51,0,7,43,13,0,0,45,55,5,21,69,3,11,7,12,0,35,36,82,6,8,4,37,4,41,6,36,17,42,23,477,1,7,0,2,2,119,9,3,7,3,3,1,17,76,7,0,4,81,25,19,25,369
cell439,13,23,28,0,123,10,32,18,9,12,3,29,0,0,11,7,1,15,1,13,9,9,0,8,9,12,5,2,21,42,13,1,46,23,4,0,47,13,24,14,4,10,17,1,92,0,7,15,2,17,11,0,5,93,1,11,41,0,0,9,9,0,0,17,50,2,16,49,7,4,13,15,0,63,39,43,5,2,4,7,2,50,3,15,17,42,26,661,17,3,0,2,1,137,11,0,19,4,2,3,25,79,0,0,5,19,19,20,45,199
cell440,1,18,30,2,273,0,31,37,0,10,0,44,1,90,4,15,1,19,2,3,11,25,0,4,59,12,2,9,22,57,8,5,70,16,0,0,52,18,10,12,1,7,13,0,122,2,7,23,2,14,6,0,3,157,5,16,56,0,18,11,10,0,0,16,47,3,25,68,7,10,14,16,0,46,17,178,24,7,4,6,4,33,7,29,17,40,29,1286,35,3,0,1,11,113,9,5,3,3,5,5,19,152,1,0,2,26,31,9,34,153
cell441,1,264,38,0,73,84,60,9,1,12,3,48,10,58,4,9,0,10,0,8,16,22,1,2,26,10,2,5,15,20,7,3,60,29,4,0,47,6,13,28,1,5,17,1,127,3,4,20,9,22,4,0,12,251,5,14,73,0,19,21,10,0,0,32,58,4,17,47,8,6,8,12,0,26,20,38,24,1,1,9,0,57,2,20,6,6,24,559,4,3,0,1,4,183,15,4,9,6,2,19,24,164,3,0,9,28,61,26,37,204
cell442,0,22,36,0,292,22,30,66,27,51,3,92,6,13,6,18,1,15,2,58,11,24,0,10,0,16,4,5,16,66,10,4,51,20,3,381,67,11,8,15,5,14,10,7,38,0,3,42,1,15,4,0,2,343,1,11,92,0,10,77,12,0,0,63,82,3,20,57,9,9,7,14,0,38,26,63,63,5,2,38,4,62,20,32,21,25,16,1447,1,20,0,3,10,175,15,1,8,4,3,5,18,109,9,0,2,57,27,14,113,133
cell443,82,17,48,5,360,51,42,61,11,14,0,43,5,102,22,12,3,20,1,29,13,32,0,5,0,8,8,7,18,31,11,5,55,21,8,44,23,4,10,22,1,4,13,1,68,2,0,20,1,14,9,0,1,453,0,8,51,0,13,9,17,0,0,40,39,8,15,53,14,2,11,10,0,34,24,88,27,17,0,8,6,47,5,20,4,67,9,263,7,3,0,2,14,125,10,0,11,0,3,4,7,84,2,0,1,60,53,8,15,62
cell444,18,22,52,5,80,14,10,11,24,14,5,20,17,81,1,21,0,2,3,18,25,29,2,7,21,11,1,18,17,39,29,4,61,11,1,5,19,8,8,21,1,4,10,3,111,1,3,17,1,8,6,0,9,153,2,8,65,0,21,5,20,0,0,15,53,14,15,52,4,1,10,17,0,39,45,39,29,12,7,12,13,41,8,4,11,44,15,619,12,2,0,0,5,196,19,1,0,3,11,0,15,145,12,0,7,21,15,3,33,181
cell445,0,20,60,0,3,12,20,16,1,24,8,92,19,57,75,25,21,78,3,138,65,33,1,5,237,35,25,4,18,18,239,7,193,60,1,18,55,70,15,60,2,0,13,15,76,0,6,134,1,134,10,1,12,50,6,37,429,0,49,0,41,0,1,250,350,27,102,31,0,23,100,47,0,15,32,50,53,4,145,51,153,40,4,182,36,93,248,449,2,64,0,2,30,234,63,22,31,5,3,0,13,58,28,0,19,9,28,16,10,201
cell446,21,25,52,8,127,2,19,18,6,11,3,48,13,10,11,20,2,16,0,47,15,21,3,6,0,13,4,2,23,68,8,7,48,22,1,4,33,15,12,9,6,2,15,4,101,1,2,9,0,15,13,0,13,66,0,19,46,0,6,5,9,0,0,34,40,10,28,39,6,9,11,8,0,27,28,54,24,17,6,7,2,49,4,15,14,22,25,99,14,5,0,0,3,158,16,6,13,9,9,5,17,145,13,0,7,33,23,18,27,237
cell447,7,19,58,0,228,19,12,9,3,22,3,33,4,31,2,13,1,13,5,10,33,42,0,9,4,20,0,6,17,9,14,12,66,5,3,0,31,14,10,26,1,9,15,0,46,0,6,35,2,16,8,0,6,28,3,12,50,0,18,4,13,0,0,21,52,3,16,44,8,8,14,15,0,29,42,45,42,34,6,17,16,56,2,40,11,36,21,258,2,8,6,0,9,193,14,2,9,3,5,0,17,156,5,0,7,69,12,18,21,198
cell448,21,36,61,3,188,7,60,12,13,19,3,67,2,26,4,10,0,24,2,6,17,38,1,10,10,12,1,4,21,12,16,2,44,16,3,0,63,11,6,27,6,13,4,3,94,1,0,11,1,10,15,0,15,293,1,10,48,0,10,24,8,0,0,29,47,7,20,43,12,5,18,17,0,21,23,36,6,4,7,9,6,50,4,25,11,31,28,378,23,2,1,0,12,180,10,3,16,2,6,3,8,115,7,1,0,18,13,1,19,287
cell449,83,45,74,0,99,7,26,35,9,16,6,21,6,68,4,14,1,21,0,0,18,22,2,9,0,10,8,0,13,30,18,6,50,30,1,13,25,22,14,18,9,1,17,0,103,2,2,29,0,18,13,1,8,164,0,14,78,0,4,74,5,0,0,46,60,5,21,52,7,10,10,11,0,38,15,27,22,3,1,3,4,51,4,6,13,22,26,487,13,7,2,0,15,160,17,1,4,1,9,5,13,125,1,0,4,14,70,3,34,158
cell450,25,24,53,0,86,7,27,9,18,6,0,37,5,61,11,15,1,20,0,6,16,22,0,11,7,6,7,4,9,15,9,5,32,14,1,80,8,13,6,19,0,10,13,0,67,1,10,22,1,23,3,0,3,186,1,9,41,0,7,27,7,0,0,19,45,8,14,49,7,5,16,14,0,7,17,23,27,6,5,14,6,51,2,31,15,33,24,428,14,8,0,2,12,129,27,2,13,2,3,2,19,148,2,0,3,34,37,8,21,76
cell451,74,20,81,2,66,0,7,22,22,63,13,97,17,80,172,29,24,72,1,204,83,37,0,12,299,31,36,5,40,16,185,18,367,71,7,115,33,332,9,68,5,12,34,7,102,5,16,128,2,127,18,1,6,269,7,37,508,0,65,9,31,0,3,170,381,50,103,49,1,12,98,76,0,23,128,25,152,22,82,23,31,44,4,121,48,92,353,653,50,50,0,1,35,244,62,7,51,11,5,1,14,39,33,0,47,18,10,6,14,376
cell452,54,20,60,1,107,0,52,18,8,20,0,49,9,68,18,24,1,11,1,2,21,46,0,8,0,6,8,9,17,24,12,12,39,12,2,0,21,14,4,32,5,1,5,1,59,1,13,18,1,13,6,1,5,206,2,12,40,0,20,4,16,0,0,36,60,7,19,46,6,5,14,12,0,39,39,49,28,5,11,9,0,40,2,24,16,85,13,382,1,4,1,1,10,145,17,2,9,2,0,1,21,50,3,3,4,5,41,4,14,71
cell453,3,27,72,0,65,12,15,17,5,25,2,44,11,2,23,17,2,20,0,13,18,38,0,8,0,14,0,3,15,33,19,11,58,28,0,42,47,7,7,14,2,6,20,1,95,0,4,21,4,14,4,0,11,203,3,17,64,0,7,30,9,0,0,34,52,14,20,65,15,9,14,12,1,32,8,61,19,41,5,9,4,54,10,38,23,52,20,419,10,4,0,2,7,164,21,1,9,4,2,0,19,81,3,0,5,69,71,15,67,268
cell454,16,88,80,0,482,84,48,18,19,27,1,46,2,88,16,15,2,15,0,26,23,30,1,3,24,7,0,2,22,41,4,5,55,16,7,61,45,7,10,26,1,6,6,2,104,3,3,24,2,24,3,0,12,59,3,8,65,0,14,12,7,0,0,31,55,3,19,35,7,7,11,17,2,15,14,20,51,22,1,21,8,60,6,34,20,56,26,569,22,3,0,1,2,184,14,0,5,7,8,0,5,104,8,0,4,31,35,5,28,64
cell455,7,32,79,7,153,84,36,20,3,11,1,26,11,74,6,18,0,19,4,23,7,28,0,2,46,8,0,2,18,37,17,6,34,20,3,46,24,34,22,18,4,7,21,1,52,1,2,29,3,27,4,0,1,141,1,9,63,0,21,19,7,0,0,44,58,6,18,53,11,11,25,9,0,11,20,59,0,8,6,24,12,48,1,35,20,64,45,370,1,2,0,1,8,246,11,5,12,9,8,3,15,147,9,0,3,16,33,0,10,230
cell456,23,27,73,0,66,1,22,24,13,28,5,53,12,0,7,20,1,9,0,34,12,24,0,6,41,8,0,11,20,18,1,5,53,10,4,4,22,21,6,13,0,3,5,2,79,0,2,17,0,10,7,0,0,228,1,10,66,0,21,23,10,0,0,38,63,11,12,51,8,12,18,9,0,18,19,83,39,24,8,6,3,61,5,19,15,6,17,273,20,2,0,0,0,137,18,1,5,0,1,15,20,133,10,0,3,41,67,0,62,185
cell457,0,18,74,41,37,1,23,2,20,29,1,25,4,4,11,15,0,13,0,32,21,34,1,7,46,10,5,2,21,47,16,0,54,5,3,0,8,9,4,15,5,7,13,0,89,0,4,13,0,14,2,0,7,95,3,8,24,0,6,22,10,0,0,12,26,4,28,51,10,9,12,12,0,30,32,106,9,28,2,4,7,45,1,18,14,64,9,172,4,5,1,0,2,144,14,1,4,4,2,16,15,103,11,0,4,79,98,2,12,384
cell458,4,27,69,9,53,7,21,15,10,11,0,22,3,80,1,20,1,23,2,11,17,47,1,7,51,8,0,4,24,26,6,2,40,10,1,6,31,8,4,24,1,5,21,1,65,1,4,8,0,22,10,0,0,214,1,10,19,0,26,4,9,0,0,12,20,10,24,32,9,10,21,14,0,13,22,21,2,12,3,2,0,46,6,8,14,58,13,607,31,8,0,1,12,163,12,3,9,2,3,1,18,117,1,0,7,42,75,2,30,229
cell459,25,30,74,5,405,0,62,31,12,19,3,76,3,137,9,16,1,15,0,4,17,29,0,7,4,7,3,4,17,18,10,3,31,8,7,316,8,23,11,24,2,13,5,0,129,3,0,23,2,16,8,0,4,348,1,16,49,1,4,3,4,0,0,15,39,8,15,64,8,10,20,14,0,12,13,113,14,57,5,5,3,54,6,31,17,80,16,1080,33,5,0,0,4,151,14,11,13,1,2,0,12,82,21,0,5,22,48,2,51,263
cell460,93,311,110,0,235,0,57,81,24,17,3,78,1,125,0,16,1,17,0,9,14,44,1,10,2,9,0,1,16,59,8,5,25,7,0,0,58,20,16,15,3,5,6,3,85,6,3,23,0,21,10,0,0,708,6,10,50,0,24,42,5,0,0,16,23,11,20,62,7,10,19,13,0,19,12,169,8,12,2,4,3,54,3,19,14,59,7,774,0,12,2,0,17,205,12,1,14,0,12,1,4,92,17,1,10,22,48,3,60,110
cell461,2,18,55,0,15,0,65,19,2,51,3,94,8,0,193,33,8,74,4,108,89,48,0,10,391,30,29,7,25,10,393,22,631,106,15,6,33,160,23,71,12,4,30,49,56,9,12,112,0,196,27,1,10,134,14,54,603,0,20,3,60,0,0,339,458,47,109,32,4,6,184,80,0,13,200,27,68,26,53,26,139,43,3,157,53,80,346,353,5,48,0,0,35,308,57,15,46,2,32,6,10,17,38,0,21,6,20,16,8,57
cell462,1,31,92,41,99,2,11,5,13,9,6,63,2,23,16,21,9,16,0,35,15,69,0,9,38,4,9,0,14,24,5,0,35,4,3,6,13,25,11,20,2,11,23,5,83,1,2,21,4,21,7,0,5,172,2,18,48,0,18,29,0,0,0,28,31,2,27,39,3,8,28,14,0,26,14,13,11,29,14,7,2,78,0,22,20,96,23,197,33,6,0,0,12,377,15,0,3,11,1,4,19,117,7,2,5,4,232,3,79,338
cell463,4,26,66,30,174,0,23,2,11,14,7,35,13,12,23,13,1,21,0,14,12,47,0,2,0,9,0,7,11,10,3,0,24,8,7,27,11,57,8,20,2,1,10,2,30,1,1,11,0,41,3,1,8,206,2,11,24,0,21,10,17,0,0,15,35,17,24,49,2,7,29,14,0,18,20,73,10,9,5,9,1,57,5,19,19,77,16,280,44,3,0,0,15,258,19,7,15,2,11,1,6,117,7,0,2,10,108,4,4,191
cell464,0,84,82,2,321,2,30,22,6,16,5,79,1,88,1,13,1,7,1,6,8,24,0,5,30,8,0,4,23,21,5,2,29,8,3,76,51,16,12,20,1,4,14,10,105,0,2,16,0,30,11,0,2,536,2,23,49,1,24,13,6,6,1,26,34,8,24,44,11,1,29,12,0,17,9,64,22,7,12,8,4,75,4,12,27,73,32,886,4,10,0,2,10,315,18,3,10,6,0,8,20,106,2,0,3,31,25,2,86,366
cell465,65,26,64,14,79,204,36,20,5,37,6,92,9,44,18,14,13,25,1,11,3,36,1,5,28,4,4,2,11,12,9,3,51,11,9,3,40,69,14,17,6,7,14,1,65,2,5,23,5,41,5,0,6,234,1,16,16,0,21,6,4,0,0,46,42,18,39,47,4,12,48,26,0,11,11,10,11,8,5,17,2,78,5,30,39,50,44,427,24,2,0,1,3,424,10,1,13,4,3,4,15,67,1,0,2,14,85,5,51,109
cell466,28,87,85,0,405,131,73,19,18,48,2,53,5,36,13,18,1,28,0,10,13,34,1,7,0,4,0,5,15,36,5,1,35,5,0,155,27,53,7,14,1,15,14,2,61,0,7,20,3,40,4,1,1,164,2,12,53,0,25,22,8,0,0,12,49,13,22,44,6,6,37,8,1,27,20,29,24,20,17,26,14,61,9,32,23,84,15,422,32,9,0,0,11,386,17,5,21,3,0,0,14,83,8,0,2,59,210,5,33,161
cell467,50,106,81,0,201,5,15,6,1,16,2,18,3,65,30,22,0,5,4,10,4,47,1,8,12,5,1,4,19,50,2,1,18,3,5,15,12,45,13,30,2,10,16,0,75,0,0,15,2,25,7,0,7,234,2,9,48,0,7,18,6,0,0,23,26,4,18,49,7,6,42,10,0,50,12,69,14,16,6,2,2,70,7,29,28,87,21,309,34,6,0,0,3,258,16,2,18,6,10,7,18,81,22,0,6,9,248,6,25,194
cell468,6,106,96,0,293,4,36,24,23,9,1,75,5,81,0,20,3,1,5,44,14,23,0,10,8,3,0,5,17,30,10,5,35,15,1,2,42,19,14,18,2,5,11,1,62,3,5,16,0,22,4,0,15,261,1,11,69,0,18,9,4,0,0,41,40,11,23,48,10,3,3,16,0,6,15,97,46,39,7,4,6,48,4,30,14,45,14,461,14,2,0,0,3,268,17,0,4,1,1,5,18,45,5,0,3,11,93,2,79,161
cell469,33,22,53,0,153,121,44,37,17,14,4,92,7,120,5,11,2,4,3,4,18,30,0,6,20,11,3,6,11,29,6,11,40,9,2,22,30,18,14,19,0,21,6,0,95,1,1,24,1,24,11,0,3,377,4,9,48,0,26,26,6,0,0,39,62,6,13,75,2,16,10,11,0,47,16,56,30,13,0,14,8,54,2,31,8,40,17,470,10,7,0,0,14,200,9,6,12,6,5,8,8,118,6,0,4,42,44,3,17,166
cell470,64,29,76,0,36,12,10,11,0,9,3,53,1,61,14,24,0,17,2,14,6,40,2,7,20,6,8,7,19,2,4,6,37,4,6,12,9,30,3,18,0,4,15,5,52,5,3,29,0,19,9,1,3,99,0,10,19,0,18,18,11,0,0,17,62,12,25,49,5,9,4,8,0,20,21,20,9,22,16,0,3,56,5,48,8,27,39,373,14,14,0,0,16,191,11,0,6,6,5,2,10,112,6,0,1,33,161,5,119,246
cell471,8,13,58,0,122,0,5,13,6,42,11,130,23,1,214,48,28,86,3,28,63,28,2,10,207,19,20,4,51,21,232,13,261,66,34,127,49,389,11,31,9,26,16,10,87,7,12,155,9,187,7,0,18,172,12,44,498,0,82,1,42,0,0,123,363,110,134,43,3,14,99,81,1,4,100,24,87,19,100,52,116,49,4,141,66,137,413,415,11,92,0,1,63,391,72,36,32,17,12,2,13,9,28,0,29,7,1,22,0,187
cell472,33,97,69,0,52,15,45,33,18,5,3,29,5,14,1,8,1,18,0,13,15,43,0,8,4,5,8,0,11,41,2,0,24,16,7,6,10,33,9,13,0,10,17,4,58,0,2,13,0,15,9,0,4,40,5,13,42,0,13,27,6,0,0,19,44,10,15,28,3,9,14,16,0,29,9,65,33,3,2,8,2,54,1,14,10,90,33,366,22,6,0,0,8,226,16,2,15,5,8,6,14,79,14,0,1,19,183,2,16,290
cell473,29,21,60,0,144,5,79,18,1,94,2,140,37,1,179,41,18,20,7,53,55,30,2,10,199,21,26,2,43,21,214,8,174,56,2,15,20,277,21,66,5,13,8,2,95,4,1,102,29,216,20,1,8,48,12,43,286,2,100,1,19,30,3,168,328,126,132,35,2,10,187,67,0,31,76,57,117,21,17,55,143,38,6,77,67,18,362,418,25,32,0,1,67,349,74,12,28,16,1,0,12,54,10,0,37,44,28,80,20,197
cell474,0,21,55,0,143,8,51,10,21,15,0,43,6,84,0,13,0,17,1,8,8,19,0,8,5,1,9,1,15,21,1,0,38,10,0,1,27,26,6,21,3,2,16,3,34,4,2,3,0,21,7,0,8,84,1,15,15,0,18,26,4,0,0,21,30,5,26,24,6,4,14,14,0,14,17,42,14,16,4,10,5,48,6,6,6,37,9,338,1,2,1,3,3,186,14,0,9,4,4,5,11,104,0,0,3,28,46,2,44,227
cell475,19,18,63,0,111,2,25,6,6,15,2,48,1,20,13,14,0,5,0,14,11,36,0,4,0,6,5,3,23,7,19,2,25,10,1,0,29,21,14,17,1,11,11,4,29,1,15,26,0,22,8,0,6,147,0,7,53,0,16,12,10,0,0,32,40,7,14,28,7,7,8,5,5,5,23,68,7,27,8,7,5,40,2,27,13,40,14,294,10,4,0,0,13,175,13,2,10,4,3,11,14,39,1,0,2,57,18,3,7,181
cell476,5,12,32,0,14,2,50,1,0,52,1,110,58,29,165,49,9,68,1,1,28,24,0,12,88,30,32,0,33,21,96,10,250,25,13,43,7,346,18,42,5,7,32,29,63,4,21,105,8,117,14,1,5,144,13,48,339,0,69,2,35,0,3,166,244,71,139,31,3,6,115,78,1,5,32,28,122,0,23,45,132,46,5,109,78,29,150,398,4,85,0,0,36,360,63,9,40,9,14,2,6,42,22,0,26,38,7,116,14,104
cell477,7,30,51,3,153,2,19,9,23,49,20,146,13,11,327,58,13,121,0,67,42,31,0,15,142,25,31,1,43,17,246,1,207,19,1,49,57,464,8,55,0,41,22,1,68,12,10,113,13,308,13,0,12,131,26,61,527,0,1,3,49,0,0,99,376,86,179,31,1,9,342,129,35,11,67,44,192,5,187,34,32,46,2,46,159,22,271,328,10,44,0,9,30,446,59,4,48,19,11,2,11,49,4,0,9,9,7,66,10,303
cell478,8,27,61,0,76,1,13,24,26,15,0,34,2,31,20,15,4,24,3,13,10,29,0,8,0,7,1,1,13,10,15,4,58,30,0,16,13,38,7,21,1,11,6,6,90,1,4,10,4,20,2,1,3,146,7,14,24,0,21,18,4,1,0,14,44,12,20,48,3,9,16,12,0,11,21,83,9,10,23,11,8,41,4,18,4,47,13,121,11,2,0,3,2,166,16,0,5,2,0,0,18,58,6,1,1,20,19,10,2,156
cell479,52,27,39,20,240,0,20,11,5,12,4,29,4,87,27,23,1,16,0,18,24,52,1,5,5,18,14,7,18,12,11,0,55,21,2,154,15,28,6,15,5,11,16,0,49,0,4,17,0,14,4,0,13,79,4,11,58,0,9,12,10,0,0,26,45,5,22,44,12,7,9,14,3,21,10,77,27,5,13,7,2,47,3,28,17,24,26,331,31,11,1,0,12,171,5,1,15,3,0,0,6,40,4,0,6,23,123,18,24,212
cell480,1,31,54,0,50,0,22,7,10,17,4,21,10,25,22,14,5,24,1,44,20,21,4,4,5,11,0,1,24,22,11,13,52,12,2,77,20,11,6,18,1,6,8,2,64,1,2,11,1,18,4,0,4,85,2,12,41,0,13,12,10,0,0,24,38,9,27,16,8,3,19,11,3,30,18,50,16,5,4,2,10,53,8,28,7,56,12,169,2,5,0,0,13,178,23,0,9,3,3,0,4,72,2,0,4,14,27,9,35,386
cell481,18,28,40,0,336,36,18,5,5,20,4,82,5,13,26,20,0,18,0,72,18,23,0,5,40,6,6,2,21,63,43,23,65,12,20,0,41,35,9,25,1,3,13,3,85,0,6,26,4,26,4,0,3,219,2,13,90,0,12,21,13,0,0,17,77,8,18,60,6,7,6,9,0,15,35,135,57,20,15,13,2,58,1,40,11,36,42,261,26,9,0,0,4,201,10,2,13,4,0,5,25,67,2,0,2,27,96,1,3,297
cell482,0,83,52,0,219,17,30,15,11,11,0,50,8,6,7,19,2,8,1,5,23,25,2,4,71,11,0,4,15,43,5,0,64,21,1,22,13,24,6,11,1,3,20,10,37,1,2,11,1,24,16,0,9,148,1,13,32,0,10,19,13,0,0,19,42,9,23,38,8,8,11,16,0,29,21,40,14,28,13,17,1,65,4,17,13,22,10,201,0,1,1,2,4,231,13,0,9,4,8,1,15,53,3,0,4,93,53,3,15,328
cell483,2,96,37,4,114,1,39,33,3,18,1,64,3,9,13,10,4,23,0,13,18,32,0,9,12,11,0,3,12,38,19,4,41,16,0,120,13,52,12,11,4,2,6,5,93,0,1,6,0,11,14,0,15,199,6,13,24,0,24,40,16,0,1,9,20,14,18,54,6,6,14,14,0,41,34,63,7,14,16,3,2,72,4,16,6,29,8,55,6,5,0,0,7,248,18,0,3,1,1,5,8,122,8,0,4,60,81,6,77,251
cell484,0,25,39,0,59,104,1,12,0,53,7,63,14,57,192,28,4,15,7,48,65,27,6,14,200,33,13,1,21,15,194,28,212,49,17,75,23,272,18,50,8,6,19,8,56,2,36,108,9,98,9,0,7,129,14,45,377,2,66,0,33,0,6,192,342,51,103,31,4,11,118,68,0,11,66,50,59,35,77,27,43,25,0,221,66,69,379,217,2,53,0,2,40,163,57,35,36,7,3,2,11,33,2,0,25,48,3,17,1,123
cell485,0,23,30,23,98,0,12,5,6,9,1,34,13,20,26,17,1,13,0,40,26,24,1,11,77,15,3,4,11,18,15,8,69,22,8,40,8,13,9,18,5,2,16,5,38,3,0,13,0,14,13,0,1,90,0,15,37,0,22,12,11,0,0,20,44,12,15,33,6,14,11,12,0,7,30,40,18,20,8,2,6,32,2,25,5,19,10,160,2,1,0,0,2,187,18,0,0,2,1,2,11,102,1,0,3,31,59,5,8,374
cell486,28,21,34,1,135,1,24,33,16,48,3,88,14,46,123,26,30,64,3,182,45,26,0,13,192,28,30,1,38,21,173,9,178,56,11,0,27,249,24,53,6,19,14,1,83,10,9,148,3,158,16,3,6,54,7,35,410,0,71,23,16,1,5,193,335,57,78,35,6,6,100,58,0,9,78,35,140,2,74,29,54,30,11,202,53,87,211,447,1,43,0,0,23,195,70,12,35,29,6,0,15,43,20,3,24,35,2,29,23,63
cell487,28,15,53,6,176,72,27,23,2,14,5,73,6,61,10,24,1,25,0,14,22,27,1,1,36,9,8,0,18,20,38,1,71,17,2,0,6,42,6,18,5,0,6,2,44,0,1,7,3,16,4,0,8,134,5,14,46,0,0,3,7,0,0,10,27,8,20,28,5,3,18,12,0,20,22,65,22,29,4,6,0,58,7,11,6,12,9,366,0,4,0,0,6,227,15,0,11,0,4,12,14,52,10,0,2,14,4,18,24,334
cell488,7,18,67,0,74,0,9,8,3,11,0,33,4,36,22,15,6,27,0,13,15,31,0,13,2,10,0,1,14,16,9,3,32,16,1,0,4,42,5,12,2,11,4,2,68,1,2,11,7,24,7,0,3,138,2,16,18,0,2,12,10,0,0,15,30,6,27,35,3,8,16,16,1,32,31,41,10,3,19,3,3,35,2,6,12,22,7,186,35,6,0,1,0,195,16,0,5,6,6,0,10,60,4,0,11,32,16,1,27,119
cell489,5,29,34,0,123,0,8,5,16,225,24,111,11,46,171,37,15,84,2,109,40,30,3,9,162,32,15,1,20,30,142,5,211,53,21,10,51,272,20,72,19,18,18,12,76,6,7,180,11,111,15,0,7,70,12,34,501,0,61,0,35,0,2,85,401,64,102,32,1,13,181,69,0,11,66,29,294,9,155,45,169,51,2,175,47,79,273,271,11,161,0,0,47,268,51,0,23,26,4,0,12,28,44,0,13,40,2,59,1,281
cell490,7,11,51,0,77,13,15,6,1,50,16,99,22,54,148,46,0,95,3,148,67,33,1,6,180,24,16,3,32,8,218,16,176,19,1,4,46,95,18,55,4,27,18,6,64,9,4,116,7,131,10,0,3,45,3,54,409,0,12,0,46,0,6,166,307,84,97,17,1,7,149,72,4,26,77,21,213,21,94,23,68,47,1,260,86,64,314,365,20,62,0,0,18,312,62,13,47,8,13,7,4,37,9,0,12,52,13,31,4,159
cell491,8,23,31,0,125,2,36,13,5,19,0,27,3,63,18,18,1,15,0,24,24,26,0,2,8,15,0,2,12,17,18,5,51,38,1,8,20,17,5,9,1,7,15,0,36,15,0,5,3,24,1,0,7,61,4,23,21,0,13,25,9,0,0,19,33,3,14,37,6,16,13,13,0,10,26,75,21,13,9,6,1,53,2,6,12,23,11,127,5,6,0,0,3,186,18,5,14,5,1,1,14,80,4,1,6,47,37,3,22,671
cell492,59,20,53,0,92,2,65,9,21,33,0,88,5,40,24,17,2,20,0,4,24,56,0,11,2,11,1,7,12,24,24,1,50,25,1,1,18,44,8,9,4,0,18,4,74,1,1,14,5,25,12,0,2,134,4,11,9,0,5,14,10,0,0,8,45,4,25,53,4,4,17,18,1,17,23,101,17,13,33,3,1,78,6,12,15,27,6,548,26,2,2,0,6,251,15,2,11,1,1,15,17,103,4,0,3,45,19,8,11,563
cell493,43,33,46,11,143,0,48,5,10,8,1,32,2,5,1,15,3,6,1,4,21,34,1,9,2,14,4,4,10,22,12,1,48,7,1,41,19,12,6,18,1,0,11,3,62,1,5,15,0,25,7,0,12,118,1,12,1,0,14,14,6,0,0,22,40,15,23,31,4,15,21,11,0,16,28,80,17,56,11,5,3,63,7,30,6,32,6,344,0,3,0,2,4,231,23,1,12,3,0,1,12,97,8,1,7,29,6,4,9,139
